,text,label,predicted_result
2411,The Pomegranate Tree by Vanessa Altin  a child's-eye view of war-torn Syria,news,news
2412,"We didnt execute our plans well enough, admits disappointed Eoin Morgan",news,news
2413,War and shoes: what Clare Hollingworth taught me | Anne McElvoy,news,news
2414,Paul Nuttall confirmed as Ukip candidate for Stoke byelection,news,news
2415,Watch @AzizAnsari hit the 'lower-case KKK' backing Donald Trump on #SNL,clickbait,news
2416,Student Loan Writeoffs Will Cost At Least $74 Billion,clickbait,clickbait
2417,How Donald Trump Learned About Hacking,clickbait,clickbait
2418,"Mohammed Shami trolled once again, this time for posting Unislamic image with dog",news,news
2419,10 Adorable Pictures Of Pugs That Are Exclusively For Iraqi Prime Minister Nuri Kamal al-Maliki,clickbait,clickbait
2420,"Leicester City slip further, lose 3-0 to Southampton",news,news
2421,Kolkata: 30kg gold looted from finance company,news,news
2422,Sunday Show Hosts Hit Back On Trump Administration's Falsehoods,clickbait,clickbait
2423,"CBI raids home, office of Axis bank staffer, seizes incriminating evidence",news,news
2424,What This 100-Year-Old Woman Looks Like After Photoshop Will Leave You Speechless,clickbait,clickbait
2425,We Would Like To Make The Following Corrections To Our 13 Hedgehogs Who Need A Vacation List,clickbait,clickbait
2426,"Jagdalpur-Bhubaneswar Hirakhand Express derails LIVE updates: 39 dead, Railways suspect sabotage; Suresh Prabhu meets victims family",news,news
2427,Best Halloween Costume Ever? This Woman Dressed Up As A Car,clickbait,clickbait
2428,"Deal on citizens' rights lacks full EU backing, May says",news,news
2429,"2016 Will Be The Warmest Year, But This Is How Deniers Will Spin It",clickbait,clickbait
2430,What climate change? Trump's White House touts energy plans on the web,clickbait,news
2431,South Korean court refuses arrest warrant for Samsung boss,news,news
2432,Hull's Ferens gallery to reopen after 5.2m refit backed by city council,news,news
2433,Rory McIlroy to have scan on back and in doubt for HSBC Championship,news,news
2434,Man of Iron: Thomas Telford and the Building of Britain by Julian Glover  review,news,news
2435,Enter an academic competition to experience life beyond academia,news,news
2436,Rudy Giuliani is an absurd choice to defend the US from hackers | Trevor Timm,news,news
2437,Watch The Victoria's Secret Angels Dance And Lip Sync To Bruno Mars,clickbait,clickbait
2438,Your DNA may influence your partner selection,news,news
2439,This Homeless Man Found A Way Out Of Poverty...All Because Of His Dog,clickbait,clickbait
2440,6 Incredible Photos Taken From The International Space Station. This Is Totally EPIC,clickbait,clickbait
2441,"Digested week: more tales of Brexit, Trump ... and Uri Geller | John Crace",news,news
2442,Bombay HC order to BMC: Dont start resurfacing work before submitting audit report on Lalbaug flyover,news,news
2443,Ethics  the next frontier for artificialintelligence,news,news
2444,9 out of 17 DDCA directors sign in favour of new committee,news,news
2445,"Gove defends Boris Johnson over WW2 jibe, saying it's 'witty metaphor'  as it happened",news,news
2446,20 Images That Took The Term Literally To The Extreme,clickbait,clickbait
2447,"Man Accused Of Throwing Daughter Off Bridge Is Now Competent For Trial, Hospital Says",clickbait,clickbait
2448,India committed to early implementation of G20 agricultural pledges: Radha Mohan Singh,news,news
2449,18 People With Much Regret After Not Thinking Twice About These Decisions. Yep #6 Is Dead,clickbait,clickbait
2450,"Transport trouble ahead as air, rail and tube strikes loom",news,news
2451,UK signals closeness to Trump with snub to French Middle East summit,news,news
2452,Chinese farmer arrested for pretending to be princess to commit fraud,news,news
2453,"The Observer view on bullying, aggressive, nationalist Donald Trump | Observer editorial",news,news
2454,"Donald Trump, amid combative start, pledges to rise to moment",news,news
2455,Jennifer Holliday cancels inauguration appearance: 'I had a lapse of judgement',news,news
2456,BJP team stopped by WB police from entering violence-hit area in Dhulagarh,news,news
2457,Suspected ISIS sympathiser sent to 10-day police custody,news,news
2458,"11 Christmassy ""Would You Rather"" Questions That Are Impossible For Pet Lovers To Answer",clickbait,clickbait
2459,22 Cringeworthy Things That Have Actually Happened. #9 Deserves A Ticket To Hell,clickbait,clickbait
2460,ASCL fights robustly for schools funding | Letters,news,news
2461,Kedar Jadhav 90 in vain as India lose thriller at Eden Gardens,news,news
2462,28 Things You Need To Know About Robbie Rogers,clickbait,clickbait
2463,"Sixth Child Dies In Chattanooga School Bus Crash; Drugs, Alcohol Not Involved",clickbait,clickbait
2464,21 Micro Tattoos That Are Perfect For Almost Everyone. #11 Is So Cute,clickbait,clickbait
2465,WWII bomb discovery closes Waterloo and Westminster bridges,news,news
2466,Taunting ones wife over cooking not cruelty: Bombay HC,news,news
2467,Kempton campaigners determined to fight racecourse closure plans,news,news
2468,11 Comb Overs That Will Definitely Disturb You,clickbait,clickbait
2469,21 Names That Are Too Clever For Their Own Good,clickbait,clickbait
2470,'No access': Rex Tillerson sets collision course with Beijing in South China Sea,news,news
2471,Palaeontologists solve an ancient tentacled mystery | Susannah Lydon,news,news
2472,"Chaibasa: 40-year-old woman allegedly gangraped, accused of practicing witchcraft; four held",news,news
2473,The long war of mini-Holland in Enfield,news,news
2474,23 TV Sex Scenes You Need To See From 2016,clickbait,clickbait
2475,This Brilliant 11-Year-Old Ballerina Is Living Proof That Children Can Achieve Anything If We Pu,clickbait,clickbait
2476,"When You're A Billionaire, Here's Are 21 Things To Buy For Your Dream House",clickbait,clickbait
2477,Sri Lanka votes as former strongman Mahinda Rajapaksa eyes comeback,news,news
2478,If Laziness Were A Crime Then These 25 People Should Be Arrested. #5 Is Just Wrong,clickbait,clickbait
2479,"Former Haryana Chief Minister Bhajan Lals son, Kuldeep Bishnoi, ex-MP, sitting MLA, now a cricket dad",news,news
2480,No 10 distances itself from minister over levy on skilled EU workers,news,news
2481,Melania Trump's style evokes Jackie Kennedy and Nancy Reagan,news,news
2482,The Guardian view on Trump and Israel: stick to the script | Editorial,news,news
2483,Omar Saif Ghobash: These rock star clerics on Twitter need to reach out,news,news
2484,15 Famous Historical Photos Brought To Life With Color. #12 Seems SO Much More Real,clickbait,clickbait
2485,"At 12.5 degrees Celsius, Mumbai almost as cold as Mahabaleshwar",news,news
2486,Mumbai: Lessons for kids in safe use of electric gadgets,news,news
2487,"""Ghost In The Shell"" Director Stands By His Decision To Cast Scarlett Johansson",clickbait,clickbait
2488,Unconstitutional Texas abortion law caused 50% drop in hardest-hit counties,news,news
2489,Menswear: six brands to watch,news,news
2490,8 Parents Who Took Their Baby Announcements To The Extreme...In A Really Bad Way,clickbait,clickbait
2491,Claudio Ranieri keen to keep Leonardo Ulloa at Leicester City,news,news
2492,Mumbai: New towing vans take a fancy to hot wheels,news,news
2493,UK community refugee scheme has resettled only two Syrian families,news,news
2494,"Malaysias longest-serving PM Mahathir Mohamad, calls for peoples power movement to topple PM Razak",news,news
2495,An Acid Attack Survivor Shares How Shockingly Easy It To Buy Acid In India,clickbait,clickbait
2496,Uber Can Now Find Your Friends Without Needing An Address From You,clickbait,clickbait
2497,Jackie review  a symphony of grief at the White House,news,news
2498,Floods in south-east Asia and freezing conditions in America,news,news
2499,You'll Never Believe That This Food Is Illegal In Berlin...,clickbait,clickbait
2500,17 Little Creatures That Look Like Something From Narnia,clickbait,clickbait
2501,Borussia Dortmund to beat Real Madrid to signing of Swedish wonderkid Alexander Isak,news,news
2502,21 Pics Of Celebs Photoshopped In The Best Way Ever. These Are EPIC,clickbait,clickbait
2503,When You See What This Street Artist Created You Will Want To Move To Belgium,clickbait,clickbait
2504,Interior design goes back to black,news,news
2505,21 Panorama Photos That Accidentally Ended Up As Horrifying Nightmares,clickbait,clickbait
2506,"Private firms collecting Aadhaar data not a great idea, says SC",news,news
2507,Donald Bruce obituary,news,news
2508,Disney Does Something Sneaky In Its Films When When You Look Close Enough...,clickbait,clickbait
2509,Sunday proves no different for people in need of money in Kolkata,news,news
2510,Meow Meow case: Five policemen held for links with drug peddler,news,news
2511,Gladys Berejiklian to be NSW premier after unopposed election as Liberal leader,news,news
2512,Dog Plays Piano! Man Versus Escalator! Behold The Scrollable Circus Of Wonder And Horror!,clickbait,clickbait
2513,Heres how to keep joints healthy and strong this winter,news,news
2514,Shaq Plays Santa: Here's The Toys He Chose For 9 NBA Stars,clickbait,clickbait
2515,15 Frustrations Everyone Who Has Ever Lived Can Relate To,clickbait,clickbait
2516,SC asks govt to provide daily drug doses to TB patients,news,news
2517,Mick Jagger's A New Dad At 73 And People Have Some Things To Say,clickbait,clickbait
2518,"Here's Our First Look At ""The Handmaid's Tale"" TV Series",clickbait,clickbait
2519,Bangkok blast case: Thailand Police arrest foreigner with bomb-making materials,news,news
2520,Everything You Need To Know About The Dangerous Teen Trend Wodehousing,clickbait,clickbait
2521,Barack Obama transfers $500m to Green Climate Fund in attempt to protect Paris deal,news,news
2522,"Malaysian PM Razak expelled critics, sacked attorney-general, blocked media to survive scam",news,news
2523,The Battle Over A Revolutionary Gene Tool Headed To Court Today,clickbait,clickbait
2524,Sharp rise in first-time buyers taking mortgages lasting at least 30 years,news,news
2525,"Everyday with Virat Kohli is a learning experience, says Parvez Rasool",news,news
2526,"Rob Kardashian Says He Will Seek Help For His ""Flaws/Issues""",clickbait,clickbait
2527,Hurrah for the industrial strategy. At last Britain has a plan,news,news
2528,Delhi: Game parlour is front for casino,news,news
2529,Thane farmers hand over land for Maharashtra Samruddhi Corridor,news,news
2530,The 25 Weirdest Things About Your Body You'll Ever Learn.  #8 Is Disgusting,clickbait,clickbait
2531,20 Raccoons Being More Cute Than Any Other Animal Out There,clickbait,clickbait
2532,First Look: Girls Star Zosia Mamet Performing With Her New Band Chacha,clickbait,clickbait
2533,Two million protest against Trump's inauguration worldwide,news,news
2534,"L'Oreal Rejects Complaints From 2,500 Women Saying Its Hair Relaxers Caused Bald Spots",clickbait,clickbait
2535,27 Times Kate Middleton Was A Totally Normal Chick In 2014,clickbait,clickbait
2536,My beautiful commute: share pictures of your journeys to work,news,news
2537,Behold These Awesome Little Kids Who Turned Out For The Women's March,clickbait,clickbait
2538,Here's Meryl Streep's Speech About Trump And Hollywood At The Golden Globes,clickbait,clickbait
2539,"Federal Court Blocks Release Of ""Making A Murderer's"" Brendan Dassey",clickbait,clickbait
2540,25 Things Khloe Kardashian Has Organized Very Intensely,clickbait,clickbait
2541,Prince Harry Remains The Best Prince While Playing Soccer,clickbait,clickbait
2542,"Cryptic crossword No 27,096",news,news
2543,These Awesome Photos Of Hyenas That Someone Keeps Mailing Us Will Absolutely Blow You Away,clickbait,clickbait
2544,The 25 Most Extraordinarily Strange Looking Animals On The Planet,clickbait,clickbait
2545,We Asked 12 Vegetarians To Draw A Picture Of A Turkey And This Is What They Came Up With,clickbait,clickbait
2546,14 Places In Thailand Thatll Really Make Your Instagram Pop,clickbait,clickbait
2547,"AG bats for institutional units, wants their voting rights restored",news,news
2548,Kolkata: Man accuses cops of not returning Rs 45 lakh,news,news
2549,"Two Armymen killed in Assam ambush, forces gun down 2",news,news
2550,Kharagpur shooting: Seven arrested for attack on Trinamool office,news,news
2551,"Now, the fun begins: Donald Trump asks inaugural crowd whether he should continue to tweet",news,news
2552,10 Things We Now Have Because Of The Simpsons...I Couldn't Live Without #1,clickbait,clickbait
2553,Teens Are Going Nuts Over This Meme That Claims To Teach You To Break Your Thumb,clickbait,clickbait
2554,Delhi: Roads Anti-Corruption Organisatio alleges PWD involved in Rs 300 cr scam,news,news
2555,Third flamingo death in three days in Mumbai,news,news
2556,These 11 Tattoos Are The Most Sophisticated Ink Jobs You've Ever Seen,clickbait,clickbait
2557,Win a holiday to Costa Rica in our  readers' travel photography competition,news,news
2558,Oracle Is Getting Sued For Discrimination  By The US Government,clickbait,clickbait
2559,This Cafe Has The Best Food Item You NEVER Seen On Menus,clickbait,clickbait
2560,Maybe just this once it's OK to feel sorry for the Cowboys' Jerry Jones,news,news
2561,Will Bath dare to become the first UK city with a tourist tax?,news,news
2562,What's Your Favorite Face Moisturizer That Actually Works On Oily Skin?,clickbait,clickbait
2563,"If You've Never Seen A Tattoo Up Close And In Slow-Mo, This Will Blow Your Mind!",clickbait,clickbait
2564,Trump Picks Betsy DeVos As Education Secretary,clickbait,clickbait
2565,9 Christmas Movie Questions That Are Impossible To Answer,clickbait,clickbait
2566,23 Craigslist Ads That Need To Be Taken Down NOW. #10 Is Almost Tempting,clickbait,clickbait
2567,"For Donald Trump, faith has become the perfect alibi for greed | Giles Fraser: Loose canon",news,news
2568,This Mom Kicked Out Her Son After He Brought Home A Puppy,clickbait,clickbait
2569,Pod save America: 12 podcasts to get you through the Trump presidency,news,news
2570,A genes dysfunction may cause premenstrual mood disorder,news,news
2571,Thai blast probe: Two Indians picked up by police released,news,news
2572,13 Psychic Animals Who Have Predicted The Next US President,clickbait,clickbait
2573,"Mumbai: For honey collectors, the going gets tough in the city",news,news
2574,Children with care needs deserve joined-up action to cut delays,news,news
2575,26 People Who Aren't The Sharpest Tool In The Shed. Does #3 Even Have A Brain?,clickbait,clickbait
2576,These 15 Breakup Text Messages Are Absolutely Insane...But So Hilarious Too,clickbait,clickbait
2577,Japan PM Shinzo Abe to skip China visit for WW2 anniversary: reports,news,news
2578,People Are Blaming The Chicago Kidnapping On Black Lives Matter With Zero Evidence,clickbait,clickbait
2579,This Dad Takes His Daughters On The Craziest Of Adventures Using Photoshop.,clickbait,clickbait
2580,BU21 review  extraordinary drama imagines aftermath of a terror attack,news,news
2581,"VIDEO: Volcano in southern Japan erupts, sending smoke into the air",news,news
2582,Investigating officer in BJP councillor murder case transferred,news,news
2583,"Le Grand Macabre review  Sellars brings muddle but Rattle, beauty",news,news
2584,This Motorcyclist Rear-Ended A Car...You'll Never Believe Your Eyes When You See What Happened,clickbait,clickbait
2585,25 Amazing Sushi Rolls That Are Pure Art. The Pokemon Are Incredible,clickbait,clickbait
2586,15 Horrific Jobs You Couldn't Pay Us to Do,clickbait,clickbait
2587,Trump inauguration: Taiwan delegation could 'disturb Sino-US relations',news,news
2588,"4 Reasons Why Emma Watson Is The Absolute Greatest, And 4 Reasons Why Jennifer Lawrence Is The A",clickbait,clickbait
2589,North Korea warns it has restarted all nuclear bomb fuel plants,news,news
2590,Protester Tackled During OSU Anti-Trump Rally Says It Wasn't Politically Motivated,clickbait,clickbait
2591,18 More Things Japan Has That The Rest Of The World Desperately Needs,clickbait,clickbait
2592,"BMC polls: BJP, Sena misleading voters, says Tatkare",news,news
2593,Netflix: is it every students worst addiction?,news,news
2594,Janelle Mone Among Those Slated To Perform At Women's March,clickbait,clickbait
2595,Gee Vauchers Oh America: hip-hop artwork turned anti-Trump meme,news,news
2596,Farmer boy Mohammed Etash Khan packs a punch at Youth Nationals,news,news
2597,"Sports quiz of the week: Wayne Rooney, Floyd Mayweather and Graham Taylor",news,news
2598,Trump Offers Goldman Sachs President Key Economic Position,clickbait,clickbait
2599,James Mattis confirmation hearing for secretary of defense: the key points,news,news
2600,Instagrams Algorithm Kept Resurfacing Optimistic Pro-Hillary Posts After She Lost,clickbait,clickbait
2601,High intake of saturated fats may up heart disease risk,news,news
2602,Former Taliban leader Mullah Omars family declares support for his successor,news,news
2603,Now You Can Post Live Video On Instagram,clickbait,clickbait
2604,Malda Municipal Corporation: TMC councillors to move no-confidence motion against own chairman,news,news
2605,This Woman Clapped Back To An Anti-Gay Neighbor Using Christmas Lights,clickbait,clickbait
2606,Antonio Brown streams Mike Tomlin calling Patriots 'assholes' to Facebook Live,news,news
2607,Please Do Yourself A Favor And Follow Kenny G On Twitter,clickbait,clickbait
2608,No need of resolution for return of Kashmiri Pandits to Valley: SOS International,news,news
2609,"One Nation asked for Trump inauguration invitation, says foreign affairs",news,news
2610,"From The Outside This Looks Like a Regular School Bus, But Once You Step Inside...",clickbait,clickbait
2611,"SC upholds death for woman, lover for killing 7 of her family",news,news
2612,Maharashtra tops farm loan disbursement,news,news
2613,"Uh, Clementine From ""Westworld"" Was The Other Girl In Britney's ""Stronger"" Music Video",clickbait,clickbait
2614,"Chelsea Manning Can't See The FBI's Files About Her, Judge Rules",clickbait,clickbait
2615,Labour must not allow Trumps ugly populism to blight the UK,news,news
2616,21 Adult Popsicles That Will Make You Drool At Your Screen. That 2nd One...MMMM,clickbait,clickbait
2617,21 Photos That Prove Furbies Are Demons Spawned From Hell,clickbait,clickbait
2618,Chelsea bandwagon rolls on as Marcos Alonso double sees off Leicester,news,news
2619,"This Woman Has Never Won The Lottery, But She Was Still Able To Ruin Her Own Life",clickbait,clickbait
2620,These 15 People Completely Lost It. What They Decided To Do Next Is Hilarious And A Little Biza,clickbait,clickbait
2621,29 Movies That Are Turning The Big 2-0 In 2017,clickbait,clickbait
2622,Whose Streets? review: searing film gives a voice to the people of Ferguson,news,news
2623,18 Clever Protests That Got Straight To The Point. #4 Shouldn't Even Need To Be Said,clickbait,clickbait
2624,Mumbai: Kranti Maratha Morcha caught in a power tussle,news,news
2625,21 Small Changes You Should Make This Christmas,clickbait,clickbait
2626,World Bank downgrades India's growth forecast after demonetisation,news,news
2627,15 Resumes From People Who Truly Have A Dim Future.,clickbait,clickbait
2628,9 Times Cats Stopped Being Cats And Started Being Criminal Masterminds,clickbait,clickbait
2629,Netanyahu: Middle East peace talks are a rigged move against Israel,news,news
2630,Democrats Grilled The FBI Director On Clinton And Weiner Investigations,clickbait,clickbait
2631,People Are Freaking Out Over This Santa Who Seems To Have Not Aged In Decades,clickbait,clickbait
2632,"Virat Kohli, Kedar Jadhav score tons, India beat England by three wickets: Who said what on Twitter",news,news
2633,7 Small Changes You Should Try Out This Week,clickbait,clickbait
2634,NFL divisional round: Houston Texans 16-34 New England Patriots  as it happened!,news,news
2635,West Bengal: CCTV in womens changing room in Rajarhat water park,news,news
2636,This Tortoise Is 182 Years Old. So Why Hasnt He Stopped Historys Greatest Atrocities?,clickbait,clickbait
2637,India joins global experts in 200-day plan to tackle diabetes,news,news
2638,Watching These Cookies Being Iced Is Immensely Soothing,clickbait,clickbait
2639,Manchester City charged in relation to FA rules on anti-doping,news,news
2640,Instacart Is Being Sued By Its Workers,clickbait,clickbait
2641,Oklahoma Is Requiring Bathrooms To Have Anti-Abortion Signs,clickbait,clickbait
2642,These 19 Doughnuts Are All You'll Need To Get You Through This Work Week,clickbait,clickbait
2643,Amartya Sen: Referendums are like opinion polls. Sometimes theyre very wrong,news,news
2644,"Amethi man kills 2 women, 8 girls in his family, then hangs himself",news,news
2645,The lady is for turning: Thatcher practised reversing for filmed test drive,news,news
2646,"Here's How Much Uber Drivers Make, According To A New Uber Report",clickbait,clickbait
2647,Theresa Mays industrial plan signals shift to more state intervention,news,news
2648,"Mohammed Shami trolled once again, this time for posting Unislamic image with dog",news,news
2649,You Asked For It And You Got It! Hulu Is Bringing Back Circuit City,clickbait,clickbait
2650,Popular Instagram Sisters Arrested For Attempting To Extort A Nigerian Billionaire,clickbait,clickbait
2651,"Bypolls rigged, a mockery: Opposition",news,news
2652,"The long-tailed tit  successful, adaptable, sociable, and oh so cute",news,news
2653,Kim Jong Un dismisses top officials after recent standoff with rival South Korea,news,news
2654,The 22 Most Peaceful Nap Zones In The World. I Need #8 In My Life NOW,clickbait,clickbait
2655,"Mumbai: Selfie deaths, lack of security hit footfall at Bandra Fort",news,news
2656,Theresa May's speech to warn EU of risk of giving UK a raw Brexit deal,news,news
2657,"Being overweight may alter your DNA, says study",news,news
2658,"How Well Do You Know The Lyrics To ""Grandma Got Run Over By A Reindeer?""",clickbait,clickbait
2659,Fans battle to save the Lions Den and Kempton Park | Letters,news,news
2660,"Jallikattu protests LIVE updates: Three people die in Pudukottai, Madurai",news,news
2661,The Guardian and Observer 2016 charity appeal - how will the money be spent?,news,news
2662,22 Vintage Ads Designed To Keep Women In Their Place... The Last One Hit Me So Hard,clickbait,clickbait
2663,Airstrikes in Pakistan kill 40 terrorists,news,news
2664,"AG bats for institutional units, wants their voting rights restored",news,news
2665,HIL 2017: Gurjinder Singh stars in Kalinga Lancers win over Delhi Waveriders,news,news
2666,Indian-American Ajit Pai named head of FCC: report,news,news
2667,A Real Life Jungle Book: This Kid Grew Up Among Wild African Animals,clickbait,clickbait
2668,"Dylann Roof Is Mentally Competent To Stand Trial, Judge Says",clickbait,clickbait
2669,Chhattisgarh Police raped and assaulted 16 women: NHRC,news,news
2670,"Three-fold rise in Naxal surrenders, surge in civilian casualties too",news,news
2671,Centre pushes for fingerprint money transactions through Aadhaar Pay - Times of India,clickbait,news
2672,Johnny Depp thanks fans for trust at People's Choice awards,news,news
2673,"Father vs son, brother vs brother in Congress ticket battle in Punjab",news,news
2674,"How Well Do You Remember ""The Wizard Of Oz?""",clickbait,clickbait
2675,They Noticed 30 Dolphins Headed Towards The Beach...But Never Expected This To Happen,clickbait,clickbait
2676,From Ugly To Sexy! 15 Insane Before-and-After Makeup Pics,clickbait,clickbait
2677,"As Kim Jong-Un threatens to go to war, South Korea remains on top alert",news,news
2678,Kannada starlet Maria Susairaj held for duping travel firm of Rs 2.11 crore,news,news
2679,BMC polls Locals-BMC meets part of vision document Congress will release,news,news
2680,Glasgows Tommy Seymour seeks to puncture pumped-up Munster,news,news
2681,"Court reserves order on plea seeking FIR against Arvind Kejriwal, others",news,news
2682,People Are Pissed And Freaked Out That Uber Can Now Track You After Your Ride's Over,clickbait,clickbait
2683,These Dancers Are Doing Something Most People Would Never Even Consider Doing. OMG,clickbait,clickbait
2684,Donald Trump Might Be In A Bit Of Trouble For Deleting His Tweets23 Life Lessons Cosmo Kramer Ta,clickbait,clickbait
2685,29 Times Homework Assignments Got Totally Owned By Awesome Kids,clickbait,clickbait
2686,The Murder Case That Could Foreshadow The Future Of Abortion Under Trump,clickbait,clickbait
2687,Which Legendary Pokmon Are You Based On Your Zodiac Sign?,clickbait,clickbait
2688,Plant of the week: Algerian iris,news,news
2689,"Police issue notice, ask youth to produce high-caste witnesses",news,news
2690,This Is The Most Complete Color Thesaurus You've Ever Seen. OMG That's Fuchsia?!,clickbait,clickbait
2691,15 Bunnies Sticking Their Adorable Little Tongues Out. I Lost It At #4,clickbait,clickbait
2692,State to focus on education of girls: West Bengal Education Minister Partha Chatterjee,news,news
2693,Virat Kohli talks about the corrections he made post 2014 England debacle,news,news
2694,17 Passive Aggressive Notes That Are Actually Really Funny,clickbait,clickbait
2695,This Teen's Twitter Account Was Suspended After Her Response To Trump's Win Went Viral,clickbait,clickbait
2696,David Brock Wants To Build His Own Koch Donor Network,clickbait,clickbait
2697,Samsung reveals why Galaxy Note 7 smartphones kept exploding | Gadgets Now,clickbait,news
2698,This Pregnant Filmmaker Can't Escape The Siege Of An Embattled Syrian City,clickbait,clickbait
2699,"Personal Information Of More Than 130,000 Navy Sailors Compromised",clickbait,clickbait
2700,Probe into claim that police spy set fire to Debenhams could end by July,news,news
2701,19 Parents Who Took Parenting To A Whole New Level,clickbait,clickbait
2702,Cities cooler than non-urban areas during day in summer,news,news
2703,19-year-old care worker: I hope perceptions of growing old will change,news,news
2704,15 Tasty Treats Every 90s Kid Will Remember,clickbait,clickbait
2705,8 Beach Bombshells Whod Be Better For Dad Than Susan,clickbait,clickbait
2706,'At best delusional': readers react to Theresa May's Brexit speech,news,news
2707,The women's march heralds a renaissance of resistance | Eve Ensler,news,news
2708,15 Cats Being Total A**holes. Every Cat Owner Will Get #10,clickbait,clickbait
2709,Pound's flash crash 'was amplified by inexperienced traders',news,news
2710,"Trump, Ryan And McConnell All Offer Different Messages On Obamacare Repeal",clickbait,clickbait
2711,Gujarat Housing Board officer caught taking Rs 20 lakh bribe,news,news
2712,"Japanese Billionaire Celebrates Trump, Who Celebrates Him Back",clickbait,clickbait
2713,The 15 Worst Police Sketches Of All Time. I Lost It At #4,clickbait,clickbait
2714,Kodly and Dohnnyi: Chamber Works for Strings CD review  Hungarian passion,news,news
2715,Do You Know What Happened In Tech The Week Of The Election?,clickbait,clickbait
2716,"This Is How China Is Responding To President-Elect Trump, As Told Via Panda",clickbait,clickbait
2717,15 Celebs Who Appeared On 'Arthur',clickbait,clickbait
2718,Here are six ways to achieve a truly shared society | Frances Ryan,news,news
2719,13 Bathrooms You Will Instantly Fall In Love With. The Hammock Tub Is Unlike Anything,clickbait,clickbait
2720,"As the clock hits 10.30 pm in Mumbai, Salsa takes over: Viva La Salsa",news,news
2721,"After Delay, NJ High School Lets Transgender Student Use Boys Restroom",clickbait,clickbait
2722,Patrick Stewart to voice poo emoji in The Emoji Movie,news,news
2723,Nicole Kidman on Lion and adoption: 'It's about the simplicity of love',news,news
2724,Full text: Donald Trumps health care executive order on Obamacare,news,news
2725,"Jallikattu protests: Leaderless on Marina Beach, they kept the leaders away",news,news
2726,Ken-Betwa project on linking rivers cleared for environmental nod,news,news
2727,Home Office refuses to enforce privacy code on NHS staff using video,news,news
2728,Diego Costa will not return to Chelsea team unless his attitude improves,news,news
2729,11 Of The Cutest Bugs In The World. #4 Is So Curious,clickbait,clickbait
2730,"Will keep praying for judiciary to be fearless, says T S Thakur",news,news
2731,"This Quick Puppy Test Will Determine Which ""Harry Potter"" Character You Are",clickbait,clickbait
2732,23 Kids Who Lost At Hide And Seek But Won Major Cute Points. How'd #17 Fit Back There?!,clickbait,clickbait
2733,21 Snarky Harry Potter Jokes Every Superfan Will Love. #4 Is The Best Story,clickbait,clickbait
2734,Every Woman Who Has Ever Felt Insecure NEEDS To See These Drawings,clickbait,clickbait
2735,Boeing 777 makes emergency landing in Japan: ANA,news,news
2736,"Talking Horses: best Tuesday bets for Kempton Park, Exeter and Ayr",news,news
2737,"Donald Trump attends interfaith ceremony as Hindu, Sikh, Muslim prayers echo at National Prayer Service",news,news
2738,Japan lifts evacuation order for radiation-hit Fukushima town,news,news
2739,Labour calls on media and tech firms to combat spread of fake news,news,news
2740,"Tricolour doormats: No visas, Sushma Swaraj warns Amazon",news,news
2741,19 Ice Cream Shops Around The World You Need To Visit Before You Die,clickbait,clickbait
2742,21 Breathtaking Places You Won't Believe Exist,clickbait,clickbait
2743,Activists Want To Preserve The Historic Sites Of San Francisco's Gay Bars,clickbait,clickbait
2744,They Thought They Were Sending A Video To Dad...But When He Comes Out Of The Water...OMG,clickbait,clickbait
2745,Penguins provided conducive environment in zoo: BMC tells Bombay HC,news,news
2746,What we know  and what's true  about the Trump-Russia dossier,news,news
2747,Welcome to a new era of  politically sanctioned patriarchy | Mona Eltahawy,news,news
2748,Sex Criminals and psychic dinosaurs: the oddest comic book heroes coming to TV,news,news
2749,The Guardian view on Donald Trumps inauguration: a declaration of political war | Editorial,news,news
2750,13 People Walking Around The Earth With A Muppet Twin. When You See It Youll Get It,clickbait,clickbait
2751,12 Stories From Around The World That Show What Really Happened In 2016,clickbait,clickbait
2752,"I'm Sorry, But ""A Christmas Story"" Is Overrated And Not That Great",clickbait,clickbait
2753,12 Joan Rivers Quotes That Still Make Us Laugh Out Loud,clickbait,clickbait
2754,John Goodchild obituary,news,news
2755,6 Billionaires And Their Fucking Sons,clickbait,clickbait
2756,10 of the best foodie experiences in Europe,news,news
2757,Ryan Zinke confirmation hearing for interior secretary: the key points,news,news
2758,Dabang Mumbai take on Ranchi Rays in HIL opener on Saturday,news,news
2759,This Couple Had The Best Solution After Being Constantly Asked About Kids,clickbait,clickbait
2760,CPI(M) takes a backseat in national politics,news,news
2761,"Mizoram sisters rape, murder: Police search for 18-year-old suspect",news,news
2762,Coroner to investigate 1972 'overdose' of brothel madam and whistleblower,news,news
2763,"8 Iggy Azalea GIFs You Need To See Right Now, Mom. Please Wake Up, Mom. Please.",clickbait,clickbait
2764,"Running on snow: the gear, the technique, the slipping over",news,news
2765,Nagpur civic polls: No Cong-NCP alliance,news,news
2766,25 Moments Only The Laziest Of Lazy People Will Get,clickbait,clickbait
2767,"29 Facts You Might Not Know About ""A Christmas Story""",clickbait,clickbait
2768,7 Ways You Can Get Through The Holidays,clickbait,clickbait
2769,Sterling K Brown: 'Life itself feels like success as a black man  if you can hold on to it',news,news
2770,"Donald Trump plans to meet with UK PM Theresa May, Mexico PM Pena Nieto: White House",news,news
